RETAIL PRICE OF PETROLEUM PRODUCTS IN BANGKOK,,,,,,,,,,,,,,,,,
          (MAX),35.16,31.9,25.39,24.25,,24.59,42.27,26.22,25.45,29.48,27.51,26.18,,18.13,,18.13,9.79
    -NOV (MIN),27.91,25.6,20.64,19.26,,19.84,28.37,22.22,21.02,27.04,15.5,13.79,,18.13,,18.13,9.79
          (WT.AVG)   ,28.68,25.6,20.64,19.26,,19.84,38.3,22.22,21.02,27.04,19.11,17.93,,18.13,,18.13,9.79
          (MAX),29.44,25.6,20.64,19.26,,19.84,39.88,22.22,21.02,27.04,27.28,25.9,,18.13,,18.13,9.79
    -DEC (MIN),23.92,21.54,17,15.65,,16.17,25.97,19.67,18.17,27.04,14.22,12.51,,18.13,,18.13,9.79
          (WT.AVG)   ,26.28,21.54,17,15.65,,16.17,37.27,19.67,18.17,27.04,18.1,16.99,,18.13,,18.13,9.79
          (MAX),27.76,21.54,17,15.65,,16.17,39.88,19.67,18.17,27.04,27.28,25.9,,18.13,,18.13,9.79
2009    (MIN),37.23,31.32,27.49,25.39,18.77,26.65,26.2,24.75,22.71,27.04,18.1,16.39,,18.13,,18.13,9.79
      (WT.AVG)   ,37.47,31.34,27.5,25.39,18.87,26.69,37.21,24.77,22.71,27.04,21.18,19.83,,18.13,,18.13,9.79
            (MAX),38.29,31.36,27.53,25.39,18.96,26.74,39.88,24.79,22.73,27.04,27.28,25.9,,18.13,,18.13,9.79
    -JAN (MIN),29.28,21.99,17.44,16.14,15.97,16.64,25.76,18.61,17.11,27.04,14.22,12.51,,18.13,,18.13,9.79
          (WT.AVG)   ,30,22.07,17.53,16.16,17.13,16.7,37.11,18.63,17.14,27.04,18.1,16.99,,18.13,,18.13,9.79
          (MAX),30.59,22.24,17.69,16.18,18.29,16.89,39.88,18.73,17.23,27.04,27.28,25.9,,18.13,,18.13,9.79
    -FEB (MIN),33.85,26.23,21.7,20.4,14.69,20.58,25.76,19.59,18.09,27.04,14.34,12.63,,18.13,,18.13,9.79
          (WT.AVG)   ,34.41,26.24,21.71,20.4,14.69,20.89,37.16,19.59,18.09,27.04,18.19,17.08,,18.13,,18.13,9.79
          (MAX),34.85,26.25,21.73,20.4,14.69,20.93,39.88,19.59,18.09,27.04,27.28,25.9,,18.13,,18.13,9.79
    -MAR (MIN),34.22,27.34,23.38,21.53,15.48,22.58,25.76,20.78,18.45,27.04,14.39,12.68,,18.13,,18.13,9.79
          (WT.AVG)   ,34.44,27.36,23.39,21.53,15.48,22.58,37.16,20.99,18.48,27.04,18.24,17.12,,18.13,,18.13,9.79
          (MAX),35.84,27.41,23.45,21.53,15.48,22.65,39.88,21.07,18.5,27.04,27.28,25.9,,18.13,,18.13,9.79
    -APR (MIN),36.05,29.45,25.65,23.35,19.95,24.85,25.76,23.05,20.05,27.04,15.29,13.58,,18.13,,18.13,9.79
          (WT.AVG)   ,36.2,29.45,25.65,23.35,19.95,24.85,37.16,23.05,20.05,27.04,18.95,17.78,,18.13,,18.13,9.79
          (MAX),37.23,29.45,25.65,23.35,19.95,24.85,39.88,23.05,20.05,27.04,27.28,25.9,,18.13,,18.13,9.79
    -MAY (MIN),37.26,30.64,26.84,24.54,18.33,25.93,25.76,23.82,20.82,27.04,16.65,14.94,,18.13,,18.13,9.79
          (WT.AVG)   ,37.4,30.66,26.86,24.54,18.33,26.02,37.16,23.84,20.84,27.04,20.03,18.77,,18.13,,18.13,9.79
          (MAX),38.26,30.66,26.86,24.54,18.33,26.06,39.88,23.84,20.84,27.04,27.28,25.9,,18.13,,18.13,9.79
    -JUN (MIN),38.82,32.72,28.92,26.62,19.62,28.12,25.76,26.68,23.81,27.04,18.88,17.17,,18.13,,18.13,9.79
          (WT.AVG)   ,38.93,32.72,28.92,26.62,19.62,28.12,37.16,26.68,23.81,27.04,21.8,20.4,,18.13,,18.13,9.79
          (MAX),39.94,32.72,28.92,26.62,19.62,28.12,39.88,26.68,23.83,27.04,27.28,25.9,,18.13,,18.13,9.79
    -JUL (MIN),38.3,33,29.39,27.09,20.63,28.59,25.76,26.96,24.16,27.04,19.48,17.77,,18.13,,18.13,9.79
          (WT.AVG)   ,38.46,33,29.39,27.09,20.63,28.59,37.16,26.96,24.16,27.04,22.27,20.84,,18.13,,18.13,9.79
          (MAX),39.17,33,29.39,27.09,20.63,28.59,39.88,26.96,24.16,27.04,27.28,25.9,,18.13,,18.13,9.79
    -AUG (MIN),40.2,35.38,31.78,29.48,22.49,30.98,26.43,28.17,26.3,27.04,20.64,18.93,,18.13,,18.13,9.79
          (WT.AVG)   ,40.39,35.4,31.8,29.48,22.49,30.99,37.24,28.18,26.31,27.04,23.19,21.68,,18.13,,18.13,9.79
          (MAX),41.2,35.43,31.83,29.48,22.49,31.03,39.88,28.19,26.35,27.04,27.28,25.9,,18.13,,18.13,9.79
    -SEP (MIN),39.5,34.7,31.1,28.78,21.92,30.3,26.56,26.83,25.4,27.04,20.27,18.56,,18.13,,18.13,9.79
          (WT.AVG)   ,39.68,34.7,31.1,28.78,21.92,30.33,37.25,26.83,25.4,27.04,22.9,21.42,,18.13,,18.13,9.79
          (MAX),40.5,34.7,31.1,28.78,21.92,30.38,39.88,26.83,25.4,27.04,27.28,25.9,,18.13,,18.13,9.79
    -OCT (MIN),38.91,34.08,30.48,28.18,18.72,29.68,26.75,26.66,25.26,27.04,20.43,18.72,,18.13,,18.13,9.79
          (WT.AVG)   ,39.09,34.08,30.48,28.18,18.72,29.68,37.28,26.67,25.26,27.04,23.02,21.53,,18.13,,18.13,9.79
          (MAX),39.88,34.08,30.48,28.18,18.72,29.68,39.88,26.69,25.29,27.04,27.28,25.9,,18.13,,18.13,9.79
    -NOV (MIN),40.34,35.34,31.74,29.44,18.72,30.94,27.16,28.19,26.79,27.04,21.29,19.58,,18.13,,18.13,9.79
          (WT.AVG)   ,40.48,35.34,31.74,29.44,18.72,30.94,37.33,28.19,26.79,27.04,23.71,22.16,,18.13,,18.13,9.79
          (MAX),41.14,35.34,31.74,29.44,18.72,30.94,39.88,28.19,26.79,27.04,27.28,25.9,,18.13,,18.13,9.79
    -DEC (MIN),40.02,35.02,31.42,29.12,18.72,30.62,27.16,27.63,26.23,27.04,21.28,19.57,,18.13,,18.13,9.79
          (WT.AVG)   ,40.16,35.03,31.42,29.12,18.72,30.63,37.33,27.63,26.23,27.04,23.7,22.15,,18.13,,18.13,9.79
          (MAX),40.82,35.07,31.47,29.12,18.72,30.74,39.88,27.67,26.27,27.04,27.28,25.9,,18.13,,18.13,9.79
2010    (MIN),41.12,36.08,32.3,29.96,19.21,30.84,28.68,28.64,27.5,27.04,21.06,19.35,,18.13,,18.13,9.79
      (WT.AVG)   ,41.26,36.1,32.35,29.96,19.21,30.85,37.51,28.69,27.55,27.04,23.59,22.04,,18.13,,18.13,9.79
            (MAX),41.9,36.13,32.4,29.96,19.21,30.9,39.88,28.72,27.58,27.04,27.28,25.9,,18.13,,18.13,9.79
    -JAN (MIN),40.92,35.92,32.32,30.02,18.72,31.52,27.16,28.09,26.75,27.04,21.86,20.15,,18.13,,18.13,9.79
          (WT.AVG)   ,41.06,35.92,32.32,30.02,18.72,31.52,37.33,28.09,26.76,27.04,24.16,22.58,,18.13,,18.13,9.79
          (MAX),41.72,35.92,32.34,30.02,18.72,31.54,39.88,28.09,26.78,27.04,27.28,25.9,,18.13,,18.13,9.79
    -FEB (MIN),41.38,36.38,32.78,30.48,18.72,31.44,27.59,27.93,26.73,27.04,21.12,19.41,,18.13,,18.13,9.79
          (WT.AVG)   ,41.51,36.38,32.78,30.48,18.72,31.47,37.38,27.93,26.73,27.04,23.57,22.04,,18.13,,18.13,9.79
          (MAX),42.14,36.38,32.78,30.48,18.72,31.48,39.88,27.93,26.73,27.04,27.28,25.9,,18.13,,18.13,9.79
    -MAR (MIN),42.15,37.15,33.55,31.25,19.07,32.05,28.01,28.94,27.74,27.04,21.21,19.5,,18.13,,18.13,9.79
          (WT.AVG)   ,42.29,37.15,33.55,31.25,19.07,32.05,37.43,28.94,27.74,27.04,23.64,22.1,,18.13,,18.13,9.79
          (MAX),42.89,37.15,33.55,31.25,19.07,32.05,39.88,28.94,27.74,27.04,27.28,25.9,,18.13,,18.13,9.79
    -APR (MIN),42.59,37.53,33.87,31.57,20.07,32.37,29.01,29.64,28.44,27.04,21.47,19.76,,18.13,,18.13,9.79
          (WT.AVG)   ,42.72,37.56,33.9,31.57,20.07,32.39,37.55,29.67,28.47,27.04,23.85,22.29,,18.13,,18.13,9.79
          (MAX),43.37,37.61,33.95,31.57,20.07,32.45,39.88,29.72,28.52,27.04,27.28,25.9,,18.13,,18.13,9.79
    -MAY (MIN),41.4,36.4,32.6,30.3,20.06,31.1,28.73,29.2,28,27.04,21.32,19.6,,18.13,,18.13,9.79
          (WT.AVG)   ,41.51,36.4,32.6,30.3,20.06,31.1,37.51,29.2,28,27.04,23.77,22.21,,18.13,,18.13,9.79
          (MAX),42.2,36.4,32.6,30.3,20.06,31.1,39.88,29.2,28,27.04,27.28,25.9,,18.13,,18.13,9.79
    -JUN (MIN),40.46,35.42,31.24,29.32,19.42,30.12,28.24,27.69,26.79,27.04,20.34,18.63,,18.13,,18.13,9.79
          (WT.AVG)   ,40.57,35.44,31.58,29.34,19.42,30.14,37.46,28.06,27.12,27.04,23.07,21.54,,18.13,,18.13,9.79
          (MAX),41.26,35.46,31.66,29.36,19.42,30.16,39.88,28.11,27.21,27.04,27.28,25.9,,18.13,,18.13,9.79
    -JUL (MIN),40.37,35.37,31.49,29.27,19.11,30.07,28.19,28.16,27.04,27.04,20.51,18.8,,18.13,,18.13,9.79
          (WT.AVG)   ,40.52,35.37,31.56,29.27,19.11,30.07,37.45,28.24,27.11,27.04,23.2,21.67,,18.13,,18.13,9.79
          (MAX),41.17,35.37,31.59,29.27,19.11,30.09,39.88,28.24,27.14,27.04,27.28,25.9,,18.13,,18.13,9.79
    -AUG (MIN),40.52,35.52,31.72,29.42,19.01,30.22,28.65,28.58,27.38,27.04,20.86,19.14,,18.13,,18.13,9.79
          (WT.AVG)   ,40.68,35.52,31.72,29.42,19.01,30.22,37.51,28.58,27.38,27.04,23.48,21.92,,18.13,,18.13,9.79
          (MAX),41.32,35.52,31.72,29.42,19.01,30.22,39.88,28.58,27.38,27.04,27.28,25.9,,18.13,,18.13,9.79
    -SEP (MIN),39.44,34.44,30.64,28.34,18.42,29.14,28.46,27.79,26.59,27.04,20.22,18.51,,18.13,,18.13,9.79
          (WT.AVG)   ,39.6,34.44,30.64,28.34,18.42,29.14,37.48,27.79,26.59,27.04,22.97,21.46,,18.13,,18.13,9.79
          (MAX),40.24,34.44,30.64,28.34,18.42,29.14,39.88,27.79,26.59,27.04,27.28,25.9,,18.13,,18.13,9.79
    -OCT (MIN),40.38,35.33,31.53,29.23,18.87,30.03,29.23,28.56,27.36,27.04,20.68,18.96,,18.13,,18.13,9.79
          (WT.AVG)   ,40.54,35.35,31.57,29.23,18.87,30.05,37.57,28.58,27.38,27.04,23.34,21.79,,18.13,,18.13,9.79
          (MAX),41.19,35.4,31.64,29.23,18.87,30.14,39.88,28.62,27.42,27.04,27.28,25.9,,18.13,,18.13,9.79
    -NOV (MIN),41.21,36.06,32.26,29.96,19.23,30.76,29.93,29.26,28.06,27.04,21.25,19.54,,18.13,,18.13,9.79
          (WT.AVG)   ,41.34,36.08,32.31,29.96,19.23,30.79,37.66,29.28,28.07,27.04,23.78,22.2,,18.13,,18.13,9.79
          (MAX),41.89,36.21,32.47,29.96,19.23,30.97,39.88,29.34,28.14,27.04,27.28,25.9,,18.13,,18.13,9.79
    -DEC (MIN),42.6,37.45,33.63,30.3,19.82,31.2,30.98,29.89,29.14,27.04,21.85,20.14,,18.13,,18.13,9.79
          (WT.AVG)   ,42.75,37.55,33.7,30.3,19.82,31.23,37.78,29.93,29.21,27.04,24.26,22.64,,18.13,,18.13,9.79
          (MAX),43.39,37.68,33.84,30.3,19.82,31.5,39.88,30.1,29.35,27.04,27.28,25.9,,18.13,,18.13,9.79
2011    (MIN),44.51,39.68,36.48,32.94,21.75,33.94,32.11,29.4,29.65,27.04,26.69,25.19,,18.13,20.38,18.13,9.79
      (WT.AVG)   ,44.64,39.72,36.52,32.94,21.75,33.96,38.21,29.45,29.95,27.04,28.58,26.68,,18.13,20.38,18.13,9.79
            (MAX),45.31,39.8,36.65,32.94,21.75,34.12,39.88,29.54,30.17,27.04,30.98,29.76,,18.13,20.38,18.13,9.79
    -JAN (MIN),43.88,39.05,34.75,31.36,20.54,32.25,31.59,29.99,29.57,27.04,22.8,21.09,,18.13,18.13,18.13,9.79
          (WT.AVG)   ,44.04,39.06,34.79,31.36,20.54,32.28,37.86,30.01,29.61,27.04,25.02,23.34,,18.13,18.13,18.13,9.79
          (MAX),44.88,39.08,34.91,31.36,20.54,32.42,39.88,30.1,29.72,27.04,27.28,25.9,,18.13,18.13,18.13,9.79
    -FEB (MIN),44.92,40.13,35.77,32.37,21.11,33.27,31.76,29.99,29.99,27.04,25.26,23.55,,18.13,18.13,18.13,9.79
          (WT.AVG)   ,45.1,40.16,35.8,32.38,21.11,33.29,37.88,30.1,30.1,27.04,26.97,25.3,,18.13,18.13,18.13,9.79
          (MAX),45.97,40.2,35.84,32.39,21.12,33.34,39.88,30.38,30.38,27.04,28.91,28.29,,18.13,18.13,18.13,9.79
    -MAR (MIN),47.19,42.11,37.3,33.91,22.02,34.8,32.16,29.96,29.55,27.04,26.85,25.14,,18.13,18.13,18.13,9.79
          (WT.AVG)   ,47.29,42.15,37.34,33.91,22.02,34.82,38.03,30,30.05,27.04,28.24,26.3,,18.13,18.13,18.13,9.79
          (MAX),47.96,42.29,37.47,33.91,22.02,34.95,39.88,30.12,30.3,27.04,30.5,29.17,,18.13,18.13,18.13,9.79
    -APR (MIN),48.62,43.41,38.51,35.11,22.68,36.01,32.2,29.99,29.49,27.04,27.25,25.81,,18.13,18.13,18.13,9.79
          (WT.AVG)   ,48.71,43.44,38.54,35.12,22.68,36.03,38.24,30.03,30.04,27.04,28.97,26.98,,18.13,18.13,18.13,9.79
          (MAX),49.22,43.51,38.62,35.12,22.69,36.12,39.88,30.22,30.29,27.04,31.43,30.09,,18.13,18.13,18.13,9.79
    -MAY (MIN),48.48,43.09,38.19,34.79,22.47,35.69,32.2,29.99,,27.04,27.2,25.64,,18.13,18.13,18.13,9.79
          (WT.AVG)   ,48.61,43.12,38.21,34.79,22.47,35.7,38.37,29.99,,27.04,28.7,26.73,,18.13,18.13,18.13,9.79
          (MAX),49.22,43.29,38.33,34.79,22.47,35.83,39.88,30,,27.04,31.09,29.76,,18.13,18.13,18.13,9.79
    -JUN (MIN),47.81,42.41,37.51,34.11,22.22,35.01,32.2,29.99,,27.04,27.27,25.84,,18.13,18.13,18.13,9.79
          (WT.AVG)   ,47.97,42.41,37.51,34.11,22.22,35.01,38.37,30.01,,27.04,28.92,26.92,,18.13,18.13,18.13,9.79
          (MAX),48.61,42.41,37.53,34.11,22.22,35.03,39.88,30.1,,27.04,31.39,30.06,,18.13,18.13,18.13,9.79
    -JUL (MIN),48.43,43.02,38.12,34.68,22.52,35.62,32.2,29.99,,27.04,27.27,25.9,,18.13,21.13,18.13,9.79
          (WT.AVG)   ,48.59,43.03,38.12,34.68,22.52,35.62,38.35,30.02,,27.04,28.91,27.39,,18.13,21.13,18.13,9.79
          (MAX),49.22,43.06,38.16,34.68,22.52,35.66,39.88,30.08,,27.04,31.38,30.67,,18.13,21.13,18.13,9.79
    -AUG (MIN),46.16,40.9,37.07,33.05,21.95,34.55,32.2,29.51,,27.04,27.22,25.68,,18.13,21.13,18.13,9.79
          (WT.AVG)   ,46.33,40.92,37.09,33.05,21.95,34.56,38.29,29.52,,27.04,28.76,26.79,,18.13,21.13,18.13,9.79
          (MAX),46.9,40.94,37.16,33.05,21.95,34.66,39.88,29.58,,27.04,31.16,29.83,,18.13,21.13,18.13,9.79
    -SEP (MIN),40.24,36.18,36.23,32.06,21.81,33.24,32.2,27.96,,27.04,27.28,25.9,,18.13,21.13,18.13,9.79
          (WT.AVG)   ,40.39,36.28,36.35,32.06,21.81,33.3,38.3,28,,27.04,29.22,27.21,,18.13,21.13,18.13,9.79
          (MAX),41.06,36.34,36.5,32.06,21.81,33.47,39.88,28.05,,27.04,31.75,30.41,,18.13,21.13,18.13,9.79
    -OCT (MIN),40,35.97,35.97,31.95,21.69,32.94,32.2,27.57,,27.04,27.28,25.9,,18.13,24.13,18.13,9.79
          (WT.AVG)   ,40.14,36.01,36.08,31.95,21.69,33,38.19,27.79,,27.04,29.44,27.41,,18.13,24.13,18.13,9.79
          (MAX),40.9,36.06,36.3,31.95,21.69,33.27,39.88,27.83,,27.04,32,30.66,,18.13,24.13,18.13,9.79
    -NOV (MIN),39.4,35.25,34.09,31.23,21.18,32.22,32.2,28.7,,27.04,27.28,25.9,,18.13,24.13,18.13,9.79
          (WT.AVG)   ,39.51,35.29,34.13,31.23,21.18,32.24,38.29,28.86,,27.04,29.99,27.97,,18.13,24.13,18.13,9.79
          (MAX),40.21,35.49,34.43,31.23,21.18,32.63,39.88,28.95,,27.04,32.38,31.04,,18.13,24.13,18.13,9.79
    -DEC (MIN),38.93,34.69,34.2,30.66,20.78,31.66,32.2,29.12,,27.04,27.28,25.9,,18.13,24.13,18.13,9.79
          (WT.AVG)   ,39.02,34.73,34.23,30.66,20.78,31.67,38.33,29.12,,27.04,29.86,27.8,,18.13,24.13,18.13,9.79
          (MAX),39.61,34.98,34.52,30.66,20.78,32.03,39.88,29.12,,27.04,32.52,31.19,,18.13,24.13,18.13,9.79
2012    (MIN),46.27,41.94,37.94,34.34,22.22,35.88,36.15,30.41,#DIV/0!,27.04,29.72,28.12,,18.13,28.71,20.65,11.15
      (WT.AVG)   ,46.42,41.96,37.96,34.35,22.23,35.94,36.15,30.42,#DIV/0!,27.04,31.33,29.41,,18.13,28.71,20.76,11.21
            (MAX),47.19,42.01,38.01,34.36,22.23,36,36.15,30.51,#DIV/0!,27.04,33.33,32.1,,18.13,28.71,20.86,11.26
    -JAN (MIN),41.65,37.62,36.34,33.59,22.02,34.59,36.39,30.45,,27.04,30.53,28.81,,18.13,27.13,18.88,10.2
          (WT.AVG)   ,41.79,37.65,36.36,33.59,22.02,34.6,36.39,30.46,,27.04,32,30.01,,18.13,27.13,18.88,10.2
          (MAX),42.54,37.72,36.44,33.59,22.02,34.74,36.39,30.51,,27.04,33.83,32.5,,18.13,27.13,18.88,10.2
    -FEB (MIN),43.79,39.8,38.52,35.77,22.85,36.77,36.94,31.31,,27.04,31.04,29.33,,18.13,27.13,18.88,10.2
          (WT.AVG)   ,43.94,39.81,38.53,35.77,22.85,36.78,36.94,31.31,,27.04,32.67,30.63,,18.13,27.13,19.26,10.4
          (MAX),44.72,39.84,38.56,35.77,22.85,36.81,36.94,31.31,,27.04,34.69,33.35,,18.13,27.13,19.63,10.6
    -MAR (MIN),45.82,41.85,40.02,37.27,23.87,38.27,37.75,32.12,,27.04,31.45,29.73,,18.13,27.13,19.63,10.6
          (WT.AVG)   ,45.97,41.85,40.02,37.27,23.87,38.27,37.75,32.12,,27.04,33.08,31.04,,18.13,27.13,20,10.8
          (MAX),46.77,41.87,40.04,37.27,23.87,38.29,37.75,32.14,,27.04,35.09,33.76,,18.13,27.13,20.38,11
    -APR (MIN),47.16,43.21,40.33,37.58,23.98,38.14,37.62,31.99,,27.04,31.44,29.72,,18.13,30.13,20.38,11.01
          (WT.AVG)   ,47.31,43.21,40.33,37.58,23.98,38.56,37.62,32.06,,27.04,33.07,31.03,,18.13,30.13,20.76,11.21
          (MAX),48.13,43.21,40.33,37.58,23.98,38.58,37.62,32.43,,27.04,35.08,33.75,,18.13,30.13,21.13,11.41
    -MAY (MIN),45.85,41.9,38.4,35.49,22.73,36.47,36.49,30.51,,27.04,30.38,28.67,,18.13,30.13,21.13,11.41
          (WT.AVG)   ,46,41.9,38.4,35.49,22.73,36.64,36.49,30.54,,27.04,32.01,29.97,,18.13,30.13,21.13,11.41
          (MAX),46.82,41.96,38.47,35.49,22.73,36.72,36.49,30.7,,27.04,34.03,32.7,,18.13,30.13,21.13,11.41
    -JUN (MIN),44.34,40.39,36.32,32.95,20.72,34.63,35.8,29.58,,27.04,28.52,26.88,,18.13,27.89,21.13,11.41
          (WT.AVG)   ,44.5,40.39,36.37,32.95,20.72,34.63,35.8,29.58,,27.04,30.15,28.16,,18.13,27.89,21.13,11.41
          (MAX),45.31,40.39,36.38,32.95,20.72,34.63,35.8,29.75,,27.04,32.18,30.85,,18.13,27.89,21.13,11.41
    -JUL (MIN),45.9,41.81,37.11,33.46,21.36,35.36,35.46,29.74,,27.04,28.48,26.77,,18.13,24.86,21.13,11.41
          (WT.AVG)   ,46.03,41.86,37.14,33.46,21.36,35.38,35.46,29.74,,27.04,30.11,28.07,,18.13,24.86,21.13,11.41
          (MAX),46.75,41.99,37.25,33.46,21.36,35.5,35.46,29.86,,27.04,32.12,30.79,,18.13,24.86,21.13,11.41
    -AUG (MIN),48.08,43.45,38.25,34.71,22.47,36.11,35.46,29.89,,27.04,29.81,28.06,,18.13,29.56,21.13,11.41
          (WT.AVG)   ,48.22,43.53,38.31,34.74,22.5,36.16,35.46,29.89,,27.04,31.44,29.37,,18.13,29.56,21.26,11.48
          (MAX),48.95,43.67,38.4,34.77,22.53,36.27,35.46,30.07,,27.04,33.47,32.1,,18.13,29.56,21.38,11.55
    -SEP (MIN),47.94,43.07,37.63,34.2,21.99,35.18,35.46,29.93,,27.04,30.27,28.56,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,48.09,43.08,37.67,34.21,21.99,35.21,35.46,29.95,,27.04,31.9,29.86,,18.13,30.13,21.38,11.55
          (MAX),48.89,43.14,37.72,34.22,21.99,35.27,35.46,29.99,,27.04,33.92,32.59,,18.13,30.13,21.38,11.55
    -OCT (MIN),48.22,43.35,37.71,33.27,21.88,35.26,35.46,29.79,,27.04,29.15,27.44,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,48.37,43.36,37.71,33.35,21.89,35.26,35.46,29.79,,27.04,30.75,28.72,,18.13,30.13,21.38,11.55
          (MAX),49.19,43.37,37.72,33.43,21.89,35.27,35.46,29.81,,27.04,32.72,31.39,,18.13,30.13,21.38,11.55
    -NOV (MIN),47.96,43.37,37.14,31.69,21.3,34.69,35.46,29.79,,27.04,27.8,27.46,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,48.11,43.38,37.16,31.69,21.3,34.7,35.46,29.79,,27.04,29.42,28.75,,18.13,30.13,21.38,11.55
          (MAX),48.91,43.39,37.19,31.69,21.3,34.74,35.46,29.79,,27.04,31.44,31.43,,18.13,30.13,21.38,11.55
    -DEC (MIN),48.48,43.46,37.54,32.09,21.51,35.09,35.46,29.79,,27.04,27.71,26,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,48.67,43.47,37.55,32.09,21.51,35.1,35.46,29.79,,27.04,29.34,27.31,,18.13,30.13,21.38,11.55
          (MAX),49.32,43.51,37.59,32.09,21.51,35.14,35.46,29.79,,27.04,31.36,30.03,,18.13,30.13,21.38,11.55
2013    (MIN),46.41,45.07,38.8,33.79,22.73,36.33,35.46,29.97,,27.04,27.62,25.94,18.13,18.4,29.7,21.38,11.55
      (WT.AVG)   ,46.66,45.19,38.89,33.82,22.74,36.43,35.46,29.97,,27.04,29.25,27.24,18.13,18.4,29.7,21.38,11.55
            (MAX),46.91,45.66,38.95,33.87,22.74,36.5,35.46,30.01,,27.04,31.27,29.95,18.13,18.4,29.7,21.38,11.55
    -JAN (MIN),46.27,43.99,38.07,32.62,21.83,35.62,35.46,29.79,,27.04,27.72,26.01,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,47.03,44.06,38.1,32.62,21.83,35.64,35.46,29.79,,27.04,29.38,27.34,,18.13,30.13,21.38,11.55
          (MAX),48.27,44.25,38.18,32.62,21.83,35.73,35.46,29.82,,27.04,31.44,30.1,,18.13,30.13,21.38,11.55
    -FEB (MIN),48.2,45.7,39.78,34.33,22.76,37.07,35.46,29.95,,27.04,28.14,26.43,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,48.41,45.76,39.83,34.33,22.84,37.34,35.46,29.95,,27.04,29.76,27.73,,18.13,30.13,21.38,11.55
          (MAX),48.64,46.23,39.96,34.33,22.89,37.51,35.46,29.98,,27.04,31.77,30.43,,18.13,30.13,21.38,11.55
    -MAR (MIN),47.33,45.53,39.61,34.46,22.91,37.16,35.46,29.99,,27.04,27.52,25.79,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,47.33,45.74,39.61,34.46,22.91,37.16,35.46,29.99,,27.04,29.14,27.09,,18.13,30.13,21.38,11.55
          (MAX),47.33,46.49,39.61,34.46,22.91,37.16,35.46,29.99,,27.04,31.15,29.81,,18.13,30.13,21.38,11.55
    -APR (MIN),45.03,,37.81,32.86,21.88,35.36,35.46,29.99,,27.04,26.9,25.19,,18.13,29.59,21.38,11.55
          (WT.AVG)   ,45.05,,37.83,32.86,21.88,35.37,35.46,29.99,,27.04,28.49,26.47,,18.13,29.59,21.38,11.55
          (MAX),45.16,,37.94,32.86,21.88,35.45,35.46,30.06,,27.04,30.46,29.13,,18.13,29.59,21.38,11.55
    -MAY (MIN),44.79,,37.57,32.62,21.82,35.12,35.46,29.99,,27.04,26.69,24.98,,18.13,28.07,21.38,11.55
          (WT.AVG)   ,44.82,,37.58,32.62,21.82,35.13,35.46,29.99,,27.04,28.32,26.28,,18.13,28.07,21.38,11.55
          (MAX),44.88,,37.63,32.68,21.82,35.18,35.46,30.07,,27.04,30.34,29,,18.13,28.07,21.38,11.55
    -JUN (MIN),45.91,,38.65,33.7,22.66,36.2,35.46,29.99,,27.04,27.71,26,,18.13,28.4,21.38,11.55
          (WT.AVG)   ,46.02,,38.67,33.71,22.66,36.21,35.46,29.99,,27.04,29.34,27.31,,18.13,28.4,21.38,11.55
          (MAX),46.14,,38.75,33.82,22.66,36.3,35.46,30.1,,27.04,31.36,30.03,,18.13,28.4,21.38,11.55
    -JUL (MIN),47.4,,39.88,35.12,23.57,37.43,35.46,29.99,,27.04,27.53,25.82,,18.13,29.72,21.38,11.55
          (WT.AVG)   ,47.62,,40.09,35.12,23.57,37.63,35.46,29.99,,27.04,29.16,27.12,,18.13,29.72,21.38,11.55
          (MAX),47.68,,40.16,35.21,23.57,37.71,35.46,30.02,,27.04,31.18,29.84,,18.13,29.72,21.38,11.55
    -AUG (MIN),46.94,,39.42,34.47,23.19,36.97,35.46,29.99,,27.04,27.49,25.78,,18.13,30.13,21.38,11.55
          (WT.AVG)   ,46.98,,39.45,34.5,23.19,36.99,35.46,29.99,,27.04,29.11,27.08,,18.13,30.13,21.38,11.55
          (MAX),47.05,,39.58,34.73,23.19,37.13,35.46,30.04,,27.04,31.12,29.78,,18.13,30.13,21.38,11.55
    -SEP (MIN),46.58,,39.06,34.11,23.27,36.61,35.46,29.99,,27.04,28.14,26.43,18.13,18.63,30.13,21.38,11.55
          (WT.AVG)   ,47.06,,39.25,34.34,23.27,36.84,35.46,29.99,,27.04,29.77,27.74,18.13,18.63,30.13,21.38,11.55
          (MAX),47.38,,39.3,34.35,23.27,36.85,35.46,30.03,,27.04,31.79,30.46,18.13,18.63,30.13,21.38,11.55
    -OCT (MIN),46.09,,38.57,33.62,22.98,36.12,35.46,29.99,,27.04,28.14,26.43,18.13,19.13,30.13,21.38,11.55
          (WT.AVG)   ,46.4,,38.57,33.62,22.98,36.12,35.46,29.99,,27.04,29.77,27.74,18.13,19.13,30.13,21.38,11.55
          (MAX),46.6,,38.58,33.63,22.98,36.13,35.46,29.99,,27.04,31.79,30.46,18.13,19.13,30.13,21.38,11.55
